name,state,state_code,type,degree_length,room_and_board,in_state_tuition,in_state_total,out_of_state_tuition,out_of_state_total,total_enrollment,category,enrollment,total_price,year,campus,net_cost,income_lvl,rank,early_career_pay,mid_career_pay,make_world_better_percent,stem_percent
Emporia State University,Kansas,KS,Public,4 Year,8912,6758,15670,20675,29587,6114,Women,3838,13490,2008,On Campus,10381,"0 to 30,000",14,53600,93900,61,6
Erskine College,South Carolina,SC,Private,4 Year,10900,34560,45460,34560,45460,753,Women,328,35426,2008,On Campus,11432,"0 to 30,000",21,55100,83900,57,20
Fairfield University,Connecticut,CT,Private,4 Year,14710,48350,63060,48350,63060,5123,Women,3081,49725,2008,On Campus,15583,"0 to 30,000",4,76900,144800,37,13
Fairmont State University,West Virginia,WV,Public,4 Year,9004,7514,16518,16324,25328,4035,Women,2255,15476,2008,On Campus,7934,"0 to 30,000",11,51600,89600,51,9
Faulkner University,Alabama,AL,Private,4 Year,7750,21690,29440,21690,29440,3335,Women,2002,23720,2008,On Campus,14455,"0 to 30,000",18,48200,87000,61,1
Felician University,New Jersey,NJ,Private,4 Year,12880,34315,47195,34315,47195,1953,Women,1450,36450,2008,On Campus,17235,"0 to 30,000",15,63000,113300,52,14
Ferris State University,Michigan,MI,Public,4 Year,9894,12630,22524,12630,22524,14600,Women,7744,20046,2008,On Campus,12769,"0 to 30,000",19,61000,100000,51,7
Ferrum College,Virginia,VA,Private,4 Year,11500,34175,45675,34175,45675,1451,Women,685,32310,2008,On Campus,19359,"0 to 30,000",20,48300,103200,44,7
Fisk University,Tennessee,TN,Private,4 Year,10790,21480,32270,21480,32270,772,Women,486,28715,2008,On Campus,16096,"0 to 30,000",17,55000,92400,62,37
Florida Atlantic University,Florida,FL,Public,4 Year,11896,6039,17935,21595,33491,30297,Women,17277,14199,2008,On Campus,4680,"0 to 30,000",18,60500,106300,48,16
Florida Gulf Coast University,Florida,FL,Public,4 Year,10156,6118,16274,25162,35318,14473,Women,8174,17238,2008,On Campus,6763,"0 to 30,000",22,58600,102600,57,11
Florida Institute of Technology,Florida,FL,Private,4 Year,12880,41850,54730,41850,54730,6393,Women,2110,44640,2008,On Campus,19407,"0 to 30,000",4,72200,121500,48,41
Florida International University,Florida,FL,Public,4 Year,10882,6558,17440,18956,29838,49610,Women,27757,19762,2008,On Campus,842,"0 to 30,000",16,60600,106900,53,18
Florida Southern College,Florida,FL,Private,4 Year,11650,36348,47998,36348,47998,2670,Women,1681,32235,2008,On Campus,12262,"0 to 30,000",24,57500,100300,50,15
Florida State University,Florida,FL,Public,4 Year,10816,6516,17332,21683,32499,41226,Women,22645,17451,2008,On Campus,9766,"0 to 30,000",9,62500,111900,48,17
Fordham University,New York,NY,Private,4 Year,17969,52687,70656,52687,70656,15231,Women,8903,51407,2008,On Campus,18746,"0 to 30,000",18,72900,138500,40,13
Fort Hays State University,Kansas,KS,Public,4 Year,8300,5133,13433,15201,23501,13825,Women,8367,12774,2008,On Campus,7040,"0 to 30,000",15,55900,91800,61,7
Fort Lewis College,Colorado,CO,Public,4 Year,9878,9040,18918,19696,29574,3791,Women,1846,17162,2008,On Campus,9912,"0 to 30,000",14,57600,95700,57,16
Francis Marion University,South Carolina,SC,Public,4 Year,7948,11160,19108,21544,29492,3944,Women,2769,19677,2008,On Campus,13403,"0 to 30,000",13,54900,93500,56,13
Franciscan University of Steubenville,Ohio,OH,Private,4 Year,8500,27630,36130,27630,36130,2714,Women,1648,29200,2008,On Campus,16806,"0 to 30,000",16,59800,106300,55,7
Franklin College,Indiana,IN,Private,4 Year,9946,32010,41956,32010,41956,NA,NA,NA,32285,2008,On Campus,11396,"0 to 30,000",14,61300,105900,43,19
Franklin Pierce University,New Hampshire,NH,Private,4 Year,13345,36900,50245,36900,50245,2275,Women,1280,39684,2008,On Campus,22717,"0 to 30,000",8,57100,98300,55,4
Freed-Hardeman University,Tennessee,TN,Private,4 Year,8260,21950,30210,21950,30210,1867,Women,1091,26978,2008,On Campus,12316,"0 to 30,000",13,54200,96000,56,7
Friends University,Kansas,KS,Private,4 Year,7972,28415,36387,28415,36387,1882,Women,1084,28540,2008,On Campus,22373,"0 to 30,000",23,54800,83400,57,8
Frostburg State University,Maryland,MD,Public,4 Year,10202,9172,19374,22892,33094,5645,Women,2959,17132,2008,On Campus,11701,"0 to 30,000",16,61100,109100,53,13
Furman University,South Carolina,SC,Private,4 Year,12712,49532,62244,49532,62244,2973,Women,1725,NA,NA,NA,NA,NA,4,63100,121000,44,16
George Fox University,Oregon,OR,Private,4 Year,11250,36020,47270,36020,47270,3786,Women,2136,36640,2008,On Campus,17541,"0 to 30,000",13,63800,104100,51,12
George Mason University,Virginia,VA,Public,4 Year,11460,12462,23922,35922,47382,33729,Women,18123,18476,2008,On Campus,7302,"0 to 30,000",8,72300,128200,48,23
Georgetown College,Kentucky,KY,Private,4 Year,9780,38650,48430,38650,48430,1262,Women,752,34380,2008,On Campus,11301,"0 to 30,000",2,55000,106000,65,9
Georgia Southern University,Georgia,GA,Public,4 Year,10070,7422,17492,20904,30974,20517,Women,10716,15848,2008,On Campus,10798,"0 to 30,000",9,60600,103400,50,18
Georgia State University,Georgia,GA,Public,4 Year,11378,10858,22236,29432,40810,32556,Women,19208,20814,2008,On Campus,10110,"0 to 30,000",6,63500,108800,48,20
Gettysburg College,Pennsylvania,PA,Private,4 Year,13010,54480,67490,54480,67490,2447,Women,1284,47830,2008,On Campus,9395,"0 to 30,000",8,72000,145200,47,25
Goddard College,Vermont,VT,Private,4 Year,1698,16586,18284,16586,18284,538,Women,376,29600,2008,On Campus,15281,"0 to 30,000",8,58200,95400,NA,0
Goldey-Beacom College,Delaware,DE,Private,4 Year,6400,24300,30700,24300,30700,2012,Women,869,30398,2008,On Campus,18249,"0 to 30,000",2,61000,96700,40,0
Gonzaga University,Washington,WA,Private,4 Year,11944,43210,55154,43210,55154,7352,Women,4150,39982,2008,On Campus,15902,"0 to 30,000",5,72800,133500,48,19
Goshen College,Indiana,IN,Private,4 Year,10650,33700,44350,33700,44350,843,Women,503,32290,2008,On Campus,10491,"0 to 30,000",24,54000,95400,69,13
Goucher College,Maryland,MD,Private,4 Year,14506,44300,58806,44300,58806,2120,Women,1502,44794,2008,On Campus,12915,"0 to 30,000",13,60600,112900,45,9
Grambling State University,Louisiana,LA,Public,4 Year,7192,7435,14627,16458,23650,4504,Women,2802,16371,2008,On Campus,8321,"0 to 30,000",23,53300,79300,68,11
Grand Valley State University,Michigan,MI,Public,4 Year,8690,12484,21174,17762,26452,25094,Women,14961,18460,2008,On Campus,9945,"0 to 30,000",21,59000,98500,47,17
Grand View University,Iowa,IA,Private,4 Year,9178,27608,36786,27608,36786,2064,Women,1160,28368,2008,On Campus,12675,"0 to 30,000",23,55900,88200,53,7
Granite State College,New Hampshire,NH,Public,4 Year,NA,9645,9645,10875,10875,2209,Women,1640,16332,2008,Off Campus,8847,"0 to 30,000",13,55600,88700,62,3
Grinnell College,Iowa,IA,Private,4 Year,12810,52392,65202,52392,65202,1734,Women,947,46400,2008,On Campus,5878,"0 to 30,000",2,67600,121900,43,38
Grove City College,Pennsylvania,PA,Private,4 Year,9770,17930,27700,17930,27700,NA,NA,NA,NA,NA,NA,NA,NA,18,67600,121200,49,27
Guilford College,North Carolina,NC,Private,4 Year,11200,38250,49450,38250,49450,2137,Women,1138,35820,2008,On Campus,11468,"0 to 30,000",20,52600,91400,49,25
Gustavus Adolphus College,Minnesota,MN,Private,4 Year,9910,45400,55310,45400,55310,2457,Women,1332,39760,2008,On Campus,11251,"0 to 30,000",6,62800,118900,51,18
Hamline University,Minnesota,MN,Private,4 Year,10358,41298,51656,41298,51656,4469,Women,2770,37786,2008,On Campus,18717,"0 to 30,000",9,60700,115500,52,7
Hampden-Sydney College,Virginia,VA,Private,4 Year,13558,45746,59304,45746,59304,1105,Women,2,40849,2008,On Campus,15025,"0 to 30,000",4,71300,138500,45,25
Hampshire College,Massachusetts,MA,Private,4 Year,13606,51668,65274,51668,65274,1376,Women,815,49729,2008,On Campus,18696,"0 to 30,000",22,56900,121200,53,14
Hampton University,Virginia,VA,Private,4 Year,11778,26702,38480,26702,38480,4393,Women,2858,28670,2008,On Campus,16720,"0 to 30,000",13,63900,108400,57,15
Hanover College,Indiana,IN,Private,4 Year,11580,37670,49250,37670,49250,1145,Women,663,35120,2008,On Campus,10646,"0 to 30,000",16,58100,99900,65,28
Harding University,Arkansas,AR,Private,4 Year,7044,20135,27179,20135,27179,6059,Women,3472,22200,2008,On Campus,8302,"0 to 30,000",3,60700,104500,53,12
Harvey Mudd College,California,CA,Private,4 Year,18127,56876,75003,56876,75003,804,Women,373,50073,2008,On Campus,11245,"0 to 30,000",1,110400,179600,58,79
Hastings College,Nebraska,NE,Private,4 Year,9700,30050,39750,30050,39750,1212,Women,591,30284,2008,On Campus,14030,"0 to 30,000",4,60000,103500,47,13
Haverford College,Pennsylvania,PA,Private,4 Year,16402,54592,70994,54592,70994,1194,Women,632,51637,2008,On Campus,7384,"0 to 30,000",7,73200,146900,51,41
Hawaii Pacific University,Hawaii,HI,Private,4 Year,14800,25980,40780,25980,40780,5827,Women,3302,27354,2008,On Campus,17519,"0 to 30,000",3,64600,106800,65,12
Henderson State University,Arkansas,AR,Public,4 Year,7504,8436,15940,10086,17590,3627,Women,2060,14575,2008,On Campus,7557,"0 to 30,000",11,52300,92100,56,5
Hendrix College,Arkansas,AR,Private,4 Year,12284,45790,58074,45790,58074,1358,Women,746,37758,2008,On Campus,12945,"0 to 30,000",2,56900,111000,64,28
Heritage University,Washington,WA,Private,4 Year,NA,18124,18124,18124,18124,NA,NA,NA,22531,2008,Off Campus,9574,"0 to 30,000",25,51800,79900,NA,15
High Point University,North Carolina,NC,Private,4 Year,14130,35118,49248,35118,49248,4399,Women,2647,33000,2008,On Campus,19938,"0 to 30,000",10,60800,101400,45,7
Hofstra University,New York,NY,Private,4 Year,15948,46760,62708,46760,62708,10953,Women,6139,43170,2008,On Campus,24786,"0 to 30,000",20,68200,135400,42,8
Holy Cross College,Indiana,IN,Private,4 Year,11500,30820,42320,30820,42320,520,Women,180,28600,2008,On Campus,17153,"0 to 30,000",9,60300,115000,NA,4
Hope College,Michigan,MI,Private,4 Year,10310,34010,44320,34010,44320,3455,Women,2085,34832,2008,On Campus,11804,"0 to 30,000",13,61300,108000,49,21
Huntingdon College,Alabama,AL,Private,4 Year,9750,27400,37150,27400,37150,1160,Women,572,28870,2008,On Campus,15654,"0 to 30,000",17,49200,87300,71,16
Husson University,Maine,ME,Private,4 Year,9830,18180,28010,18180,28010,3415,Women,1894,28654,2015,On Campus,15129,"0 to 30,000",9,52400,91300,51,2
Idaho State University,Idaho,ID,Public,4 Year,7207,7420,14627,22940,30147,13429,Women,6964,14162,2008,On Campus,8595,"0 to 30,000",4,60200,100800,69,10
Illinois Institute of Technology,Illinois,IL,Private,4 Year,12762,47296,60058,47296,60058,7898,Women,2809,41039,2008,On Campus,12458,"0 to 30,000",2,79800,142900,51,60
Illinois State University,Illinois,IL,Public,4 Year,9850,14516,24366,26040,35890,20615,Women,11549,21427,2008,On Campus,7068,"0 to 30,000",16,62000,112700,47,10
Illinois Wesleyan University,Illinois,IL,Private,4 Year,10984,47636,58620,47636,58620,1893,Women,1066,41214,2008,On Campus,14760,"0 to 30,000",12,67800,119500,43,19
Indiana Institute of Technology,Indiana,IN,Private,4 Year,10020,26900,36920,26900,36920,NA,NA,NA,31480,2008,On Campus,13615,"0 to 30,000",15,62300,103300,51,26
Indiana State University,Indiana,IN,Public,4 Year,10590,9090,19680,19836,30426,13183,Women,7260,18218,2008,On Campus,8037,"0 to 30,000",17,58800,99700,56,6
Iowa State University,Iowa,IA,Public,4 Year,8720,8988,17708,23392,32112,34435,Women,15145,17700,2008,On Campus,9576,"0 to 30,000",4,69200,118800,50,37
Jackson State University,Mississippi,MS,Public,4 Year,9552,8226,17778,19454,29006,9508,Women,6145,17054,2008,On Campus,11461,"0 to 30,000",7,52700,83500,66,18
Jacksonville State University,Alabama,AL,Public,4 Year,8100,10425,18525,20145,28245,8659,Women,4978,14378,2008,On Campus,10207,"0 to 30,000",13,54100,94000,61,8
Jacksonville University,Florida,FL,Private,4 Year,14080,36670,50750,36670,50750,4085,Women,2714,35543,2008,On Campus,17018,"0 to 30,000",15,62100,107100,60,7
James Madison University,Virginia,VA,Public,4 Year,10092,12016,22108,28416,38508,20855,Women,12428,18702,2008,On Campus,7352,"0 to 30,000",9,70000,125700,44,14
John Brown University,Arkansas,AR,Private,4 Year,9224,26928,36152,26928,36152,2850,Women,1654,28196,2008,On Campus,14331,"0 to 30,000",4,59800,98400,54,11
John Carroll University,Ohio,OH,Private,4 Year,11874,41340,53214,41340,53214,3688,Women,1870,39024,2008,On Campus,9770,"0 to 30,000",10,61200,119700,42,15
Johns Hopkins University,Maryland,MD,Private,4 Year,15836,54240,70076,54240,70076,21372,Women,11109,51478,2008,On Campus,13688,"0 to 30,000",2,84200,142300,55,35
Juniata College,Pennsylvania,PA,Private,4 Year,12521,45597,58118,45597,58118,1632,Women,883,40550,2008,On Campus,13330,"0 to 30,000",15,61100,128300,47,36
Kalamazoo College,Michigan,MI,Private,4 Year,9756,48516,58272,48516,58272,1461,Women,827,40416,2008,On Campus,11902,"0 to 30,000",5,63300,129500,52,39
Kansas City Art Institute,Missouri,MO,Private,4 Year,10400,38400,48800,38400,48800,NA,NA,NA,42514,2008,On Campus,25244,"0 to 30,000",23,53000,92800,33,0
Kansas State University,Kansas,KS,Public,4 Year,9680,10263,19943,25767,35447,24766,Women,12216,17712,2008,On Campus,11071,"0 to 30,000",2,64800,114800,54,20
Kansas Wesleyan University,Kansas,KS,Private,4 Year,9500,29500,39000,29500,39000,710,Women,384,29600,2008,On Campus,16435,"0 to 30,000",17,54200,89600,61,9
Kean University,New Jersey,NJ,Public,4 Year,14470,12348,26818,19383,33853,14359,Women,9034,23221,2008,On Campus,11542,"0 to 30,000",23,59200,101400,51,12
Keene State College,New Hampshire,NH,Public,4 Year,11026,14212,25238,23176,34202,4957,Women,2831,19224,2008,On Campus,10925,"0 to 30,000",9,61000,98200,52,7
Kennesaw State University,Georgia,GA,Public,4 Year,11467,7432,18899,21158,32625,25714,Women,14933,25773,2015,On Campus,14750,"0 to 30,000",5,65700,113800,50,28
Kentucky Christian University,Kentucky,KY,Private,4 Year,8270,19820,28090,19820,28090,658,Women,302,23952,2008,On Campus,15675,"0 to 30,000",21,49900,83600,NA,7
Kentucky State University,Kentucky,KY,Public,4 Year,6690,8090,14780,19390,26080,1895,Women,1148,15844,2008,On Campus,8300,"0 to 30,000",17,50700,85500,64,14
Kentucky Wesleyan College,Kentucky,KY,Private,4 Year,9764,26440,36204,26440,36204,709,Women,326,24910,2008,On Campus,10195,"0 to 30,000",14,50900,91900,66,17
Kenyon College,Ohio,OH,Private,4 Year,12510,55930,68440,55930,68440,1662,Women,908,49260,2008,On Campus,11128,"0 to 30,000",5,66700,132500,57,22
Kettering University,Michigan,MI,Private,4 Year,8240,43490,51730,43490,51730,2079,Women,395,41588,2008,On Campus,22405,"0 to 30,000",1,86100,144000,41,71
Knox College,Illinois,IL,Private,4 Year,9870,46554,56424,46554,56424,1399,Women,813,38433,2008,On Campus,8531,"0 to 30,000",19,64500,109600,40,28
La Salle University,Pennsylvania,PA,Private,4 Year,15080,30560,45640,30560,45640,6242,Women,4119,42579,2008,On Campus,19844,"0 to 30,000",18,65600,121200,46,6
Lafayette College,Pennsylvania,PA,Private,4 Year,15640,52880,68520,52880,68520,2503,Women,1173,49188,2008,On Campus,10224,"0 to 30,000",4,82700,158700,39,50
LaGrange College,Georgia,GA,Private,4 Year,11630,30470,42100,30470,42100,964,Women,521,31168,2008,On Campus,15427,"0 to 30,000",24,51000,92000,58,7
Lake Forest College,Illinois,IL,Private,4 Year,10390,47064,57454,47064,57454,1626,Women,934,43500,2008,On Campus,13379,"0 to 30,000",8,66900,122700,42,19
Lake Superior State University,Michigan,MI,Public,4 Year,9882,12090,21972,12090,21972,2407,Women,1258,18611,2008,On Campus,8710,"0 to 30,000",25,56700,94700,56,19
Lamar University,Texas,TX,Public,4 Year,8920,10192,19112,22642,31562,14895,Women,9031,17998,2008,On Campus,17835,"0 to 30,000",18,65800,113900,59,9
Lander University,South Carolina,SC,Public,4 Year,9100,11700,20800,21300,30400,2787,Women,1920,21200,2008,On Campus,9409,"0 to 30,000",19,50400,86100,55,11
Langston University,Oklahoma,OK,Public,4 Year,9476,5950,15426,13300,22776,2482,Women,1568,14960,2008,On Campus,9774,"0 to 30,000",9,55500,97900,72,6
Lawrence Technological University,Michigan,MI,Private,4 Year,9950,33570,43520,33570,43520,4015,Women,1022,35035,2008,On Campus,32288,"0 to 30,000",4,69200,132900,46,56
Lawrence University,Wisconsin,WI,Private,4 Year,10341,47475,57816,47475,57816,1511,Women,823,42301,2008,On Campus,16018,"0 to 30,000",3,60300,126900,51,22
Lehigh University,Pennsylvania,PA,Private,4 Year,13600,52930,66530,52930,66530,7119,Women,3179,49540,2008,On Campus,11509,"0 to 30,000",2,85800,168200,41,45
Lenoir-Rhyne University,North Carolina,NC,Private,4 Year,12510,36400,48910,36400,48910,2050,Women,1281,35070,2008,On Campus,7603,"0 to 30,000",13,55100,99400,49,6
LeTourneau University,Texas,TX,Private,4 Year,9970,30210,40180,30210,40180,2667,Women,1373,30440,2008,On Campus,19487,"0 to 30,000",13,73300,117900,51,27
Lewis & Clark College,Oregon,OR,Private,4 Year,12490,50934,63424,50934,63424,3504,Women,2104,45576,2008,On Campus,19797,"0 to 30,000",9,62400,115600,59,10
Lewis University,Illinois,IL,Private,4 Year,10578,32450,43028,32450,43028,6689,Women,4009,33155,2008,On Campus,13962,"0 to 30,000",24,62900,105900,51,19
Lewis-Clark State College,Idaho,ID,Public,4 Year,7580,6618,14198,19236,26816,4304,Women,2610,16726,2008,On Campus,11714,"0 to 30,000",7,57300,82200,68,7
Lindenwood University,Missouri,MO,Private,4 Year,9000,17600,26600,17600,26600,12151,Women,7131,35240,2008,On Campus,25706,"0 to 30,000",22,57800,92900,45,9
Lindsey Wilson College,Kentucky,KY,Private,4 Year,9385,24850,34235,24850,34235,2641,Women,1620,29343,2008,On Campus,12952,"0 to 30,000",25,43000,70600,56,2
Lipscomb University,Tennessee,TN,Private,4 Year,12652,32144,44796,32144,44796,4489,Women,2792,29480,2008,On Campus,24082,"0 to 30,000",8,60400,98000,55,13
Longwood University,Virginia,VA,Public,4 Year,11746,13340,25086,29300,41046,5096,Women,3473,20028,2008,On Campus,6307,"0 to 30,000",21,57500,101800,53,6
Loras College,Iowa,IA,Private,4 Year,8275,34184,42459,34184,42459,1569,Women,752,33265,2008,On Campus,11061,"0 to 30,000",5,59300,114900,60,15
Louisiana College,Louisiana,LA,Private,4 Year,5618,17000,22618,17000,22618,1256,Women,669,20267,2008,On Campus,7103,"0 to 30,000",21,53700,87500,67,7
Louisiana Tech University,Louisiana,LA,Public,4 Year,6495,9645,16140,18558,25053,11225,Women,5481,15034,2008,On Campus,6084,"0 to 30,000",3,64700,112800,55,26
Loyola Marymount University,California,CA,Private,4 Year,14490,48522,63012,48522,63012,9515,Women,5558,49174,2008,On Campus,22910,"0 to 30,000",16,72300,144000,40,10
Loyola University Chicago,Illinois,IL,Private,4 Year,14480,44048,58528,44048,58528,15902,Women,10215,42776,2008,On Campus,20623,"0 to 30,000",9,66400,121900,43,16
Loyola University Maryland,Maryland,MD,Private,4 Year,14430,49085,63515,49085,63515,5967,Women,3666,48410,2008,On Campus,11314,"0 to 30,000",3,72900,139600,45,10
Loyola University New Orleans,Louisiana,LA,Private,4 Year,13380,39692,53072,39692,53072,4330,Women,2695,39796,2008,On Campus,9711,"0 to 30,000",9,57200,106000,45,7
Luther College,Iowa,IA,Private,4 Year,9460,42290,51750,42290,51750,2385,Women,1340,39550,2008,On Campus,15778,"0 to 30,000",16,59100,97800,53,22
Lynn University,Florida,FL,Private,4 Year,12170,38210,50380,38210,50380,NA,NA,NA,45550,2008,On Campus,32710,"0 to 30,000",6,55700,118800,45,4
Lyon College,Arkansas,AR,Private,4 Year,9130,28790,37920,28790,37920,712,Women,338,29024,2008,On Campus,15321,"0 to 30,000",10,55400,92800,60,28
Macalester College,Minnesota,MN,Private,4 Year,12156,54344,66500,54344,66500,2073,Women,1255,46730,2008,On Campus,11918,"0 to 30,000",10,65900,113900,61,35
Maine Maritime Academy,Maine,ME,Public,4 Year,10310,13478,23788,27098,37408,1060,Women,147,20205,2008,On Campus,13908,"0 to 30,000",3,79300,143100,60,49
Manchester University,Indiana,IN,Private,4 Year,9580,32758,42338,32758,42338,1488,Women,794,32820,2008,On Campus,12803,"0 to 30,000",20,57700,98200,71,13
Manhattan Christian College,Kansas,KS,Private,4 Year,9092,15850,24942,15850,24942,311,Women,147,22944,2008,On Campus,13486,"0 to 30,000",22,47500,84300,60,0
Manhattan College,New York,NY,Private,4 Year,16200,43480,59680,43480,59680,3970,Women,1791,36810,2008,On Campus,15565,"0 to 30,000",12,77300,152400,44,37
Marietta College,Ohio,OH,Private,4 Year,11320,36040,47360,36040,47360,1500,Women,643,35784,2008,On Campus,12578,"0 to 30,000",25,58600,102200,54,30
Marquette University,Wisconsin,WI,Private,4 Year,12720,41870,54590,41870,54590,11745,Women,6167,39578,2008,On Campus,14892,"0 to 30,000",2,71400,128000,52,25
Marshall University,West Virginia,WV,Public,4 Year,10450,8128,18578,18614,29064,13381,Women,7833,16236,2008,On Campus,5591,"0 to 30,000",10,54900,93000,54,11
Maryland Institute College of Art,Maryland,MD,Private,4 Year,13280,48630,61910,48630,61910,2262,Women,1624,44430,2008,On Campus,24837,"0 to 30,000",21,62100,99300,34,0
Marymount University,Virginia,VA,Private,4 Year,13190,31466,44656,31466,44656,3441,Women,2351,33378,2008,On Campus,16899,"0 to 30,000",15,64100,106600,51,20
Maryville College,Tennessee,TN,Private,4 Year,11424,34880,46304,34880,46304,1213,Women,656,37839,2008,On Campus,8912,"0 to 30,000",24,53200,84900,71,17
Maryville University of Saint Louis,Missouri,MO,Private,4 Year,10088,28470,38558,28470,38558,5931,Women,4688,34100,2008,On Campus,13323,"0 to 30,000",23,58000,92800,56,4
Massachusetts Institute of Technology,Massachusetts,MA,Private,4 Year,15510,51832,67342,51832,67342,11319,Women,4226,50100,2008,On Campus,3400,"0 to 30,000",1,106400,189400,49,66
Massachusetts Maritime Academy,Massachusetts,MA,Public,4 Year,12675,9724,22399,26102,38777,1497,Women,190,21636,2008,On Campus,14863,"0 to 30,000",16,81000,132600,53,38
Mayville State University,North Dakota,ND,Public,4 Year,7840,6666,14506,9399,17239,1081,Women,610,13526,2008,On Campus,6738,"0 to 30,000",4,53300,97400,55,6
McDaniel College,Maryland,MD,Private,4 Year,11430,43260,54690,43260,54690,3206,Women,2044,39630,2008,On Campus,10950,"0 to 30,000",10,61100,115400,60,7
McMurry University,Texas,TX,Private,4 Year,8602,27244,35846,27244,35846,1007,Women,488,28792,2008,On Campus,13165,"0 to 30,000",23,62500,112300,63,12
McNeese State University,Louisiana,LA,Public,4 Year,8704,7859,16563,18934,27638,8237,Women,5120,12603,2008,On Campus,4739,"0 to 30,000",11,61200,103200,63,15
McPherson College,Kansas,KS,Private,4 Year,8788,28951,37739,28951,37739,659,Women,264,28410,2008,On Campus,14927,"0 to 30,000",21,53400,85900,51,11
MCPHS University,Massachusetts,MA,Private,4 Year,16400,32705,49105,32705,49105,6935,Women,4656,38170,2008,On Campus,24619,"0 to 30,000",10,75800,142900,74,2
Medical University of South Carolina,South Carolina,SC,Public,4 Year,NA,26826,26826,26826,26826,2898,Women,1832,NA,NA,NA,NA,NA,6,71700,104400,86,3
Menlo College,California,CA,Private,4 Year,14225,42800,57025,42800,57025,794,Women,325,46436,2008,On Campus,23739,"0 to 30,000",22,75700,135000,49,0
Mercer University,Georgia,GA,Private,4 Year,11616,36894,48510,36894,48510,8552,Women,5302,40351,2008,On Campus,17618,"0 to 30,000",13,61800,98400,62,16
Meredith College,North Carolina,NC,Private,4 Year,10930,37176,48106,37176,48106,1886,Women,1856,32840,2008,On Campus,14029,"0 to 30,000",24,54900,89400,48,14
Merrimack College,Massachusetts,MA,Private,4 Year,15845,41760,57605,41760,57605,3337,Women,1744,41298,2008,On Campus,21613,"0 to 30,000",23,66900,120300,52,10
Methodist University,North Carolina,NC,Private,4 Year,12890,33846,46736,33846,46736,2461,Women,1139,37335,2008,On Campus,24372,"0 to 30,000",18,57100,96400,59,10
Metropolitan State University,Minnesota,MN,Public,4 Year,NA,7879,7879,14980,14980,8355,Women,4709,22857,2008,Off Campus,7635,"0 to 30,000",24,63100,96800,54,15
Metropolitan State University of Denver,Colorado,CO,Public,4 Year,NA,7665,7665,20847,20847,NA,NA,NA,15933,2008,Off Campus,6551,"0 to 30,000",11,61400,102500,55,11
Michigan State University,Michigan,MI,Public,4 Year,10322,14460,24782,39765,50087,50081,Women,25767,19930,2008,On Campus,4971,"0 to 30,000",7,68000,118800,45,24
Michigan Technological University,Michigan,MI,Public,4 Year,10756,15646,26402,33726,44482,7099,Women,1867,21943,2008,On Campus,10165,"0 to 30,000",3,80300,135600,46,75
Mid-America Christian University,Oklahoma,OK,Private,4 Year,8036,18334,26370,18334,26370,2688,Women,1733,19926,2008,On Campus,7191,"0 to 30,000",22,49400,81300,65,0
MidAmerica Nazarene University,Kansas,KS,Private,4 Year,8708,30736,39444,30736,39444,1870,Women,1197,27962,2008,On Campus,16628,"0 to 30,000",16,60100,89900,58,3
Middle Tennessee State University,Tennessee,TN,Public,4 Year,9436,9206,18642,28364,37800,22729,Women,12327,15953,2008,On Campus,4617,"0 to 30,000",15,58000,95700,52,12
Middlebury College,Vermont,VT,Private,4 Year,15530,54450,69980,54450,69980,2533,Women,1311,52460,2008,On Campus,7357,"0 to 30,000",1,74800,139500,46,24
Midland University,Nebraska,NE,Private,4 Year,8776,32558,41334,32558,41334,1362,Women,683,29802,2008,On Campus,15344,"0 to 30,000",16,55400,85800,65,6
Midway University,Kentucky,KY,Private,4 Year,8480,24650,33130,24650,33130,NA,NA,NA,28225,2008,On Campus,8729,"0 to 30,000",23,48900,78400,68,3
Millsaps College,Mississippi,MS,Private,4 Year,13730,39910,53640,39910,53640,842,Women,413,36054,2008,On Campus,11245,"0 to 30,000",2,59700,110900,65,26
Milwaukee School of Engineering,Wisconsin,WI,Private,4 Year,10389,40749,51138,40749,51138,2810,Women,676,40765,2008,On Campus,19048,"0 to 30,000",1,81700,135100,46,67
Minneapolis College of Art and Design,Minnesota,MN,Private,4 Year,5610,39210,44820,39210,44820,783,Women,514,38370,2008,On Campus,25441,"0 to 30,000",16,58000,104800,37,0
Minnesota State University Moorhead,Minnesota,MN,Public,4 Year,9280,8574,17854,15983,25263,NA,NA,NA,15400,2008,On Campus,8657,"0 to 30,000",25,55600,95900,53,8
Minot State University,North Dakota,ND,Public,4 Year,6610,7064,13674,7064,13674,3410,Women,2068,14713,2008,On Campus,9667,"0 to 30,000",7,55400,84600,63,4
Mississippi College,Mississippi,MS,Private,4 Year,10300,18026,28326,18026,28326,4984,Women,2961,22865,2008,On Campus,10833,"0 to 30,000",5,53900,90100,56,18
Mississippi State University,Mississippi,MS,Public,4 Year,10090,8760,18850,23360,33450,20138,Women,9786,16797,2008,On Campus,8431,"0 to 30,000",1,62700,111000,56,29
Mississippi University for Women,Mississippi,MS,Public,4 Year,7424,7040,14464,7040,14464,2696,Women,2192,13369,2008,On Campus,7456,"0 to 30,000",12,50200,74100,72,2
Mississippi Valley State University,Mississippi,MS,Public,4 Year,8043,6570,14613,6570,14613,2222,Women,1315,15172,2008,On Campus,7074,"0 to 30,000",14,37600,68700,77,12
