name,state_code,type,category,in_state_total,minority_enroll
New Mexico Highlands University,NM,Public,Hispanic,14022,0.5332769317540891
New Mexico Highlands University,NM,Public,Non-Resident Foreign,14022,0.05611957134799774
New Mexico Highlands University,NM,Public,Two Or More Races,14022,0.012126339537507051
New Mexico Institute of Mining and Technology,NM,Public,Asian,16280,0.03149976492712741
New Mexico Institute of Mining and Technology,NM,Public,Black,16280,0.021626704278326282
New Mexico Institute of Mining and Technology,NM,Public,Hispanic,16280,0.2454160789844852
New Mexico Institute of Mining and Technology,NM,Public,Non-Resident Foreign,16280,0.07099200752233192
New Mexico Institute of Mining and Technology,NM,Public,Two Or More Races,16280,0.03338034790785143
New York University,NY,Private,Asian,69984,0.14843528026951333
New York University,NY,Private,Black,69984,0.048179567317449365
New York University,NY,Private,Hispanic,69984,0.0865973941632504
New York University,NY,Private,Non-Resident Foreign,69984,0.23328733206153346
New York University,NY,Private,Two Or More Races,69984,0.025327759061574057
Newberry College,SC,Private,Asian,37090,0.006404391582799634
Newberry College,SC,Private,Black,37090,0.25892040256175664
Newberry College,SC,Private,Hispanic,37090,0.04391582799634035
Newberry College,SC,Private,Non-Resident Foreign,37090,0.03751143641354071
Newberry College,SC,Private,Two Or More Races,37090,0.0292772186642269
Newman University,KS,Private,Asian,39050,0.04882017900732303
Newman University,KS,Private,Black,39050,0.03797125033902902
Newman University,KS,Private,Hispanic,39050,0.09818280444806075
Newman University,KS,Private,Non-Resident Foreign,39050,0.022782750203417412
Newman University,KS,Private,Two Or More Races,39050,0.025223759153783564
Niagara University,NY,Private,Asian,46380,0.017185554171855542
Niagara University,NY,Private,Black,46380,0.05429638854296388
Niagara University,NY,Private,Hispanic,46380,0.03711083437110834
Niagara University,NY,Private,Non-Resident Foreign,46380,0.11631382316313824
Niagara University,NY,Private,Two Or More Races,46380,0.017185554171855542
Nicholls State University,LA,Public,Asian,17920,0.01112523839796567
Nicholls State University,LA,Public,Black,17920,0.19739351557533374
Nicholls State University,LA,Public,Hispanic,17920,0.03130959949141767
Nicholls State University,LA,Public,Non-Resident Foreign,17920,0.02288620470438652
Nicholls State University,LA,Public,Two Or More Races,17920,0.027972027972027972
Nichols College,MA,Private,Asian,48750,0.014046822742474917
Nichols College,MA,Private,Black,48750,0.0588628762541806
Nichols College,MA,Private,Hispanic,48750,0.06354515050167224
Nichols College,MA,Private,Non-Resident Foreign,48750,0.008026755852842809
Nichols College,MA,Private,Two Or More Races,48750,0.0294314381270903
Norfolk State University,VA,Public,Asian,19850,0.009125601460096234
Norfolk State University,VA,Public,Black,19850,0.8199767711962834
Norfolk State University,VA,Public,Hispanic,19850,0.029201924672307946
Norfolk State University,VA,Public,Non-Resident Foreign,19850,0.0029865604778496766
Norfolk State University,VA,Public,Two Or More Races,19850,0.03334992533598805
North Carolina Central University,NC,Public,Asian,15257,0.012488617145830622
North Carolina Central University,NC,Public,Black,15257,0.7601144789905034
North Carolina Central University,NC,Public,Hispanic,15257,0.02874983738779758
North Carolina Central University,NC,Public,Non-Resident Foreign,15257,0.0059841290490438405
North Carolina Central University,NC,Public,Two Or More Races,15257,0.03473396643684142
North Carolina State University,NC,Public,Asian,20179,0.04939833475536203
North Carolina State University,NC,Public,Black,20179,0.06507987878431257
North Carolina State University,NC,Public,Hispanic,20179,0.04095442643208097
North Carolina State University,NC,Public,Non-Resident Foreign,20179,0.10953543793580275
North Carolina State University,NC,Public,Two Or More Races,20179,0.028273853305481184
North Carolina Wesleyan College,NC,Private,Asian,41800,0.005876068376068376
North Carolina Wesleyan College,NC,Private,Black,41800,0.4780982905982906
North Carolina Wesleyan College,NC,Private,Hispanic,41800,0.0202991452991453
North Carolina Wesleyan College,NC,Private,Non-Resident Foreign,41800,0.0405982905982906
North Carolina Wesleyan College,NC,Private,Two Or More Races,41800,0.017094017094017096
North Central College,IL,Private,Asian,49899,0.021689122576404863
North Central College,IL,Private,Black,49899,0.038777522182057184
North Central College,IL,Private,Hispanic,49899,0.09069996713769307
North Central College,IL,Private,Non-Resident Foreign,49899,0.018402891883010187
North Central College,IL,Private,Two Or More Races,49899,0.025961222477817944
North Central University,MN,Private,Asian,31640,0.011754827875734676
North Central University,MN,Private,Black,31640,0.026028547439126783
North Central University,MN,Private,Hispanic,31640,0.054575986565911
North Central University,MN,Private,Non-Resident Foreign,31640,0.005877413937867338
North Central University,MN,Private,Two Or More Races,31640,0.030226700251889168
North Dakota State University,ND,Public,Asian,17859,0.0149182884654506
North Dakota State University,ND,Public,Black,17859,0.024479555163762122
North Dakota State University,ND,Public,Hispanic,17859,0.016613548518342715
North Dakota State University,ND,Public,Non-Resident Foreign,17859,0.07181121584050994
North Dakota State University,ND,Public,Two Or More Races,17859,0.017630704550077984
North Greenville University,SC,Private,Asian,29990,0.004671078240560529
North Greenville University,SC,Private,Black,29990,0.07395873880887505
North Greenville University,SC,Private,Hispanic,29990,0.02646944336317633
North Greenville University,SC,Private,Non-Resident Foreign,29990,0.0035033086804203972
North Greenville University,SC,Private,Two Or More Races,29990,0
North Park University,IL,Private,Asian,39056,0.06970172684458399
North Park University,IL,Private,Black,39056,0.09921507064364207
North Park University,IL,Private,Hispanic,39056,0.16483516483516483
North Park University,IL,Private,Non-Resident Foreign,39056,0.044897959183673466
North Park University,IL,Private,Two Or More Races,39056,0.03139717425431711
Northeastern Illinois University,IL,Public,Asian,25446,0.08807785888077858
Northeastern Illinois University,IL,Public,Black,25446,0.10199513381995134
Northeastern Illinois University,IL,Public,Hispanic,25446,0.3172749391727494
Northeastern Illinois University,IL,Public,Non-Resident Foreign,25446,0.05420924574209246
Northeastern Illinois University,IL,Public,Two Or More Races,25446,0.016253041362530415
Northeastern State University,OK,Public,Asian,14288,0.02009626955475331
Northeastern State University,OK,Public,Black,14288,0.04332129963898917
Northeastern State University,OK,Public,Hispanic,14288,0.04067388688327316
Northeastern State University,OK,Public,Non-Resident Foreign,14288,0.014681107099879662
Northeastern State University,OK,Public,Two Or More Races,14288,0.13694344163658242
Northeastern University,MA,Private,Asian,68267,0.08854429740377816
Northeastern University,MA,Private,Black,68267,0.03151833518537226
Northeastern University,MA,Private,Hispanic,68267,0.05571269825234872
Northeastern University,MA,Private,Non-Resident Foreign,68267,0.27593696332962925
Northeastern University,MA,Private,Two Or More Races,68267,0.030154561066774423
Northern Arizona University,AZ,Public,Asian,21846,0.01689225771521386
Northern Arizona University,AZ,Public,Black,21846,0.032051976177585276
Northern Arizona University,AZ,Public,Hispanic,21846,0.19375563977621368
Northern Arizona University,AZ,Public,Non-Resident Foreign,21846,0.04497383143836853
Northern Arizona University,AZ,Public,Two Or More Races,21846,0.048258437105215664
Northern Illinois University,IL,Public,Asian,23142,0.04774149725874533
Northern Illinois University,IL,Public,Black,23142,0.13706273349182477
Northern Illinois University,IL,Public,Hispanic,23142,0.12279850565232157
Northern Illinois University,IL,Public,Non-Resident Foreign,23142,0.0528843821260492
Northern Illinois University,IL,Public,Two Or More Races,23142,0.02760661782543302
Northern Kentucky University,KY,Public,Asian,20054,0.011000662690523525
Northern Kentucky University,KY,Public,Black,20054,0.06600397614314116
Northern Kentucky University,KY,Public,Hispanic,20054,0.025115970841616965
Northern Kentucky University,KY,Public,Non-Resident Foreign,20054,0.031080185553346587
Northern Kentucky University,KY,Public,Two Or More Races,20054,0.016699801192842943
Northern State University,SD,Public,Asian,16527,0.008779382611158312
Northern State University,SD,Public,Black,16527,0.013877088643443784
Northern State University,SD,Public,Hispanic,16527,0.022373265363919568
Northern State University,SD,Public,Non-Resident Foreign,16527,0.051543472104219765
Northern State University,SD,Public,Two Or More Races,16527,0.014726706315491363
Northwest Missouri State University,MO,Public,Asian,19821,0.005803571428571429
Northwest Missouri State University,MO,Public,Black,19821,0.0556547619047619
Northwest Missouri State University,MO,Public,Hispanic,19821,0.027083333333333334
Northwest Missouri State University,MO,Public,Non-Resident Foreign,19821,0.10535714285714286
Northwest Missouri State University,MO,Public,Two Or More Races,19821,0.024851190476190475
Northwest Nazarene University,ID,Private,Asian,36700,0.01200533570475767
Northwest Nazarene University,ID,Private,Black,36700,0.0164517563361494
Northwest Nazarene University,ID,Private,Hispanic,36700,0.07781236104935527
Northwest Nazarene University,ID,Private,Non-Resident Foreign,36700,0.023566029346376166
Northwest Nazarene University,ID,Private,Two Or More Races,36700,0.01956425077812361
Northwestern Oklahoma State University,OK,Public,Asian,11816,0.006925207756232687
Northwestern Oklahoma State University,OK,Public,Black,11816,0.06278855032317636
Northwestern Oklahoma State University,OK,Public,Hispanic,11816,0.06925207756232687
Northwestern Oklahoma State University,OK,Public,Non-Resident Foreign,11816,0.060941828254847646
Northwestern Oklahoma State University,OK,Public,Two Or More Races,11816,0.0050784856879039705
Northwestern State University,LA,Public,Asian,17464,0.007776049766718507
Northwestern State University,LA,Public,Black,17464,0.26471895134414575
Northwestern State University,LA,Public,Hispanic,17464,0.04643412574983337
Northwestern State University,LA,Public,Non-Resident Foreign,17464,0.009886691846256387
Northwestern State University,LA,Public,Two Or More Races,17464,0.03299266829593424
Northwestern University,IL,Private,Asian,71193,0.13292196344066068
Northwestern University,IL,Private,Black,71193,0.04908601651665584
Northwestern University,IL,Private,Hispanic,71193,0.0771086573257864
Northwestern University,IL,Private,Non-Resident Foreign,71193,0.15482045096037858
Northwestern University,IL,Private,Two Or More Races,71193,0.032569360675512665
Norwich University,VT,Private,Asian,53856,0.023148148148148147
Norwich University,VT,Private,Black,53856,0.054466230936819175
Norwich University,VT,Private,Hispanic,53856,0.06781045751633986
Norwich University,VT,Private,Non-Resident Foreign,53856,0.011165577342047931
Norwich University,VT,Private,Two Or More Races,53856,0.0392156862745098
Notre Dame de Namur University,CA,Private,Asian,49844,0.11806256306760847
Notre Dame de Namur University,CA,Private,Black,49844,0.05852674066599395
Notre Dame de Namur University,CA,Private,Hispanic,49844,0.28910191725529766
Notre Dame de Namur University,CA,Private,Non-Resident Foreign,49844,0.039354187689202826
Notre Dame de Namur University,CA,Private,Two Or More Races,49844,0.039354187689202826
Notre Dame of Maryland University,MD,Private,Asian,48750,0.06801736613603473
Notre Dame of Maryland University,MD,Private,Black,48750,0.22829232995658466
Notre Dame of Maryland University,MD,Private,Hispanic,48750,0.040882778581765554
Notre Dame of Maryland University,MD,Private,Non-Resident Foreign,48750,0.01121562952243126
Notre Dame of Maryland University,MD,Private,Two Or More Races,48750,0
Nova Southeastern University,FL,Private,Asian,44150,0.061744243829716744
Nova Southeastern University,FL,Private,Black,44150,0.22254431008779196
Nova Southeastern University,FL,Private,Hispanic,44150,0.2546794765612059
Nova Southeastern University,FL,Private,Non-Resident Foreign,44150,0.040127546794765614
Nova Southeastern University,FL,Private,Two Or More Races,44150,0.01772403511677986
Nyack College,NY,Private,Asian,34800,0.12430939226519337
Nyack College,NY,Private,Black,34800,0.31215469613259667
Nyack College,NY,Private,Hispanic,34800,0.2683011049723757
Nyack College,NY,Private,Non-Resident Foreign,34800,0.0555939226519337
Nyack College,NY,Private,Two Or More Races,34800,0.015538674033149171
Oakland City University,IN,Private,Asian,33900,0.0019175455417066154
Oakland City University,IN,Private,Black,33900,0.02732502396931927
Oakland City University,IN,Private,Hispanic,33900,0.01725790987535954
Oakland City University,IN,Private,Non-Resident Foreign,33900,0.008149568552253116
Oakland City University,IN,Private,Two Or More Races,33900,0.00862895493767977
Oakland University,MI,Public,Asian,22706,0.04654222915346752
Oakland University,MI,Public,Black,22706,0.07802524489497539
Oakland University,MI,Public,Hispanic,22706,0.02753545494419806
Oakland University,MI,Public,Non-Resident Foreign,22706,0.03167795701544909
Oakland University,MI,Public,Two Or More Races,22706,0.023977776694770702
Oakwood University,AL,Private,Asian,26032,0.0046415678184631255
Oakwood University,AL,Private,Black,26032,0.8401237751418257
Oakwood University,AL,Private,Hispanic,26032,0.024239298607529654
Oakwood University,AL,Private,Non-Resident Foreign,26032,0.07684373388344508
Oakwood University,AL,Private,Two Or More Races,26032,0
Oberlin College,OH,Private,Asian,71392,0.041638683680322364
Oberlin College,OH,Private,Black,71392,0.051712558764271326
Oberlin College,OH,Private,Hispanic,71392,0.07219610476830088
Oberlin College,OH,Private,Non-Resident Foreign,71392,0.07320349227669577
Oberlin College,OH,Private,Two Or More Races,71392,0.056413700470114174
Occidental College,CA,Private,Asian,70182,0.12450980392156863
Occidental College,CA,Private,Black,70182,0.04411764705882353
Occidental College,CA,Private,Hispanic,70182,0.14852941176470588
Occidental College,CA,Private,Non-Resident Foreign,70182,0.058823529411764705
Occidental College,CA,Private,Two Or More Races,70182,0.09215686274509804
Oglethorpe University,GA,Private,Asian,51300,0.03930530164533821
Oglethorpe University,GA,Private,Black,51300,0.1846435100548446
Oglethorpe University,GA,Private,Hispanic,51300,0.10329067641681901
Oglethorpe University,GA,Private,Non-Resident Foreign,51300,0.0603290676416819
Oglethorpe University,GA,Private,Two Or More Races,51300,0.026508226691042046
Ohio Christian University,OH,Private,Asian,31382,0.005667816658452439
Ohio Christian University,OH,Private,Black,31382,0.2727944800394283
Ohio Christian University,OH,Private,Hispanic,31382,0.022178413011335635
Ohio Christian University,OH,Private,Non-Resident Foreign,31382,0.004435682602267127
Ohio Christian University,OH,Private,Two Or More Races,31382,0.019221291276490884
Ohio Dominican University,OH,Private,Asian,42028,0.012929442186922793
Ohio Dominican University,OH,Private,Black,42028,0.17399335057258958
Ohio Dominican University,OH,Private,Hispanic,42028,0.025120059106021424
Ohio Dominican University,OH,Private,Non-Resident Foreign,42028,0.0066494274104174364
Ohio Dominican University,OH,Private,Two Or More Races,42028,0.028444772811230146
Ohio Northern University,OH,Private,Asian,43910,0.015155615696887685
Ohio Northern University,OH,Private,Black,43910,0.030581867388362653
Ohio Northern University,OH,Private,Hispanic,43910,0.010825439783491205
Ohio Northern University,OH,Private,Non-Resident Foreign,43910,0.06278755074424898
Ohio Northern University,OH,Private,Two Or More Races,43910,0.028416779431664412
Ohio University,OH,Public,Asian,24022,0.012150460348427285
Ohio University,OH,Public,Black,24022,0.05092925351678817
Ohio University,OH,Public,Hispanic,24022,0.02580689324708218
Ohio University,OH,Public,Non-Resident Foreign,24022,0.06307971386521545
Ohio University,OH,Public,Two Or More Races,24022,0.028100078721292398
Ohio Wesleyan University,OH,Private,Asian,58190,0.02306805074971165
Ohio Wesleyan University,OH,Private,Black,58190,0.06689734717416378
Ohio Wesleyan University,OH,Private,Hispanic,58190,0.04152249134948097
Ohio Wesleyan University,OH,Private,Non-Resident Foreign,58190,0.07208765859284891
Ohio Wesleyan University,OH,Private,Two Or More Races,58190,0.04555940023068051
Oklahoma Baptist University,OK,Private,Asian,35608,0.008590197069226882
Oklahoma Baptist University,OK,Private,Black,35608,0.05962607377463365
Oklahoma Baptist University,OK,Private,Hispanic,35608,0.022738756947953513
Oklahoma Baptist University,OK,Private,Non-Resident Foreign,35608,0.03739262253663466
Oklahoma Baptist University,OK,Private,Two Or More Races,35608,0.08034360788276908
Oklahoma Christian University,OK,Private,Asian,30950,0.08202020202020202
Oklahoma Christian University,OK,Private,Black,30950,0.12444444444444444
Oklahoma Christian University,OK,Private,Hispanic,30950,0.057373737373737375
Oklahoma Christian University,OK,Private,Non-Resident Foreign,30950,0
Oklahoma Christian University,OK,Private,Two Or More Races,30950,0.06181818181818182
Oklahoma City University,OK,Private,Asian,39922,0.02438220757825371
Oklahoma City University,OK,Private,Black,39922,0.053377265238879736
Oklahoma City University,OK,Private,Hispanic,39922,0.06688632619439869
Oklahoma City University,OK,Private,Non-Resident Foreign,39922,0.16375617792421746
Oklahoma City University,OK,Private,Two Or More Races,39922,0.06589785831960461
Oklahoma Panhandle State University,OK,Public,Asian,12889,0.013097072419106317
Oklahoma Panhandle State University,OK,Public,Black,12889,0.10400616332819723
Oklahoma Panhandle State University,OK,Public,Hispanic,12889,0.162557781201849
Oklahoma Panhandle State University,OK,Public,Non-Resident Foreign,12889,0.01694915254237288
Oklahoma Panhandle State University,OK,Public,Two Or More Races,12889,0.026194144838212634
Oklahoma Wesleyan University,OK,Private,Asian,35600,0.0037174721189591076
Oklahoma Wesleyan University,OK,Private,Black,35600,0.0654275092936803
Oklahoma Wesleyan University,OK,Private,Hispanic,35600,0.07137546468401487
Oklahoma Wesleyan University,OK,Private,Non-Resident Foreign,35600,0.05650557620817844
Oklahoma Wesleyan University,OK,Private,Two Or More Races,35600,0.040892193308550186
Old Dominion University,VA,Public,Asian,22492,0.03990855125942564
Old Dominion University,VA,Public,Black,22492,0.23985239852398524
Old Dominion University,VA,Public,Hispanic,22492,0.06329215466067704
Old Dominion University,VA,Public,Non-Resident Foreign,22492,0.032889459329375904
Old Dominion University,VA,Public,Two Or More Races,22492,0.052903898604203435
Olivet College,MI,Private,Asian,37290,0.006616257088846881
Olivet College,MI,Private,Black,37290,0.09829867674858223
Olivet College,MI,Private,Hispanic,37290,0.057655954631379965
Olivet College,MI,Private,Non-Resident Foreign,37290,0.010396975425330813
Olivet College,MI,Private,Two Or More Races,37290,0.038752362948960305
Olivet Nazarene University,IL,Private,Asian,43970,0.03456078996091339
Olivet Nazarene University,IL,Private,Black,43970,0.10059658506480149
Olivet Nazarene University,IL,Private,Hispanic,43970,0.06377288623739971
Olivet Nazarene University,IL,Private,Non-Resident Foreign,43970,0.005760131660152232
Olivet Nazarene University,IL,Private,Two Or More Races,43970,0.01460604813824316
Oral Roberts University,OK,Private,Asian,37178,0.02298190175237001
Oral Roberts University,OK,Private,Black,37178,0.1623096811261132
Oral Roberts University,OK,Private,Hispanic,37178,0.07842573972996265
Oral Roberts University,OK,Private,Non-Resident Foreign,37178,0.0767020970985349
Oral Roberts University,OK,Private,Two Or More Races,37178,0.04424016087331226
Oregon Health & Science University,OR,Public,Asian,19176,0.09961551904928347
Oregon Health & Science University,OR,Public,Black,19176,0.01223348479552604
Oregon Health & Science University,OR,Public,Hispanic,19176,0.05277874868926949
Oregon Health & Science University,OR,Public,Non-Resident Foreign,19176,0.02376791331702202
Oregon Health & Science University,OR,Public,Two Or More Races,19176,0.03949667948269836
Oregon Institute of Technology,OR,Public,Asian,19045,0.054460093896713614
Oregon Institute of Technology,OR,Public,Black,19045,0.013615023474178404
Oregon Institute of Technology,OR,Public,Hispanic,19045,0.08380281690140845
Oregon Institute of Technology,OR,Public,Non-Resident Foreign,19045,0.010093896713615023
Oregon Institute of Technology,OR,Public,Two Or More Races,19045,0.050234741784037557
Oregon State University,OR,Public,Asian,24021,0.06581042719656581
Oregon State University,OR,Public,Black,24021,0.013674444367513675
Oregon State University,OR,Public,Hispanic,24021,0.07273419649657273
Oregon State University,OR,Public,Non-Resident Foreign,24021,0.11084954649311085
Oregon State University,OR,Public,Two Or More Races,24021,0.057224953264557225
Otis College of Art and Design,CA,Private,Asian,59680,0.28272251308900526
Otis College of Art and Design,CA,Private,Black,59680,0.041884816753926704
Otis College of Art and Design,CA,Private,Hispanic,59680,0.10296684118673648
Otis College of Art and Design,CA,Private,Non-Resident Foreign,59680,0.21291448516579406
Otis College of Art and Design,CA,Private,Two Or More Races,59680,0.06282722513089005
Otterbein University,OH,Private,Asian,43132,0.016123253314224293
Otterbein University,OH,Private,Black,43132,0.051236116087423865
Otterbein University,OH,Private,Hispanic,43132,0.013973486205661053
Otterbein University,OH,Private,Non-Resident Foreign,43132,0.019706198495163023
Otterbein University,OH,Private,Two Or More Races,43132,0.02293084915800788
Ouachita Baptist University,AR,Private,Asian,34670,0.008660892738174551
Ouachita Baptist University,AR,Private,Black,34670,0.08594270486342438
Ouachita Baptist University,AR,Private,Hispanic,34670,0.038640906062624915
Ouachita Baptist University,AR,Private,Non-Resident Foreign,34670,0.02465023317788141
Ouachita Baptist University,AR,Private,Two Or More Races,34670,0
Our Lady of the Lake College,LA,Private,Asian,16484,0.03484320557491289
Our Lady of the Lake College,LA,Private,Black,16484,0.2067363530778165
Our Lady of the Lake College,LA,Private,Hispanic,16484,0.04006968641114982
Our Lady of the Lake College,LA,Private,Non-Resident Foreign,16484,0
Our Lady of the Lake College,LA,Private,Two Or More Races,16484,0
Pace University,NY,Private,Asian,64480,0.0853231702574473
Pace University,NY,Private,Black,64480,0.10764564050711675
Pace University,NY,Private,Hispanic,64480,0.12335692618806876
Pace University,NY,Private,Non-Resident Foreign,64480,0.13766819631329236
Pace University,NY,Private,Two Or More Races,64480,0.029400326670296337
Pacific Lutheran University,WA,Private,Asian,52856,0.06724244293645898
Pacific Lutheran University,WA,Private,Black,52856,0.02930289944478717
Pacific Lutheran University,WA,Private,Hispanic,52856,0.07680444170265269
Pacific Lutheran University,WA,Private,Non-Resident Foreign,52856,0.0499691548426897
Pacific Lutheran University,WA,Private,Two Or More Races,52856,0.07186921653300432
Pacific Oaks College,CA,Private,Asian,34830,0.04251700680272109
Pacific Oaks College,CA,Private,Black,34830,0.1292517006802721
Pacific Oaks College,CA,Private,Hispanic,34830,0.46003401360544216
Pacific Oaks College,CA,Private,Non-Resident Foreign,34830,0.003401360544217687
Pacific Oaks College,CA,Private,Two Or More Races,34830,0.01020408163265306
Pacific University,OR,Private,Asian,56826,0.1392857142857143
Pacific University,OR,Private,Black,56826,0.015934065934065933
Pacific University,OR,Private,Hispanic,56826,0.07912087912087912
Pacific University,OR,Private,Non-Resident Foreign,56826,0.037637362637362635
Pacific University,OR,Private,Two Or More Races,56826,0.07335164835164835
Palm Beach Atlantic University,FL,Private,Asian,41570,0.027166882276843468
Palm Beach Atlantic University,FL,Private,Black,41570,0.13428201811125484
Palm Beach Atlantic University,FL,Private,Hispanic,41570,0.16791720569210866
Palm Beach Atlantic University,FL,Private,Non-Resident Foreign,41570,0.03570504527813713
Palm Beach Atlantic University,FL,Private,Two Or More Races,41570,0.026908150064683053
Park University,MO,Private,Asian,20850,0.024740548554484803
Park University,MO,Private,Black,20850,0.18661971830985916
Park University,MO,Private,Hispanic,20850,0.1238880652335063
Park University,MO,Private,Non-Resident Foreign,20850,0.013528539659006671
Park University,MO,Private,Two Or More Races,20850,0.028446997776130467
Peirce College,PA,Private,Asian,18660,0.019639934533551555
Peirce College,PA,Private,Black,18660,0.6737588652482269
Peirce College,PA,Private,Hispanic,18660,0.07364975450081833
Peirce College,PA,Private,Non-Resident Foreign,18660,0.0016366612111292963
Peirce College,PA,Private,Two Or More Races,18660,0.0070921985815602835
Pennsylvania College of Health Sciences,PA,Private,Asian,27662,0.033863165169315826
Pennsylvania College of Health Sciences,PA,Private,Black,27662,0.046993780234968904
Pennsylvania College of Health Sciences,PA,Private,Hispanic,27662,0.05874222529371113
Pennsylvania College of Health Sciences,PA,Private,Non-Resident Foreign,27662,0
Pennsylvania College of Health Sciences,PA,Private,Two Or More Races,27662,0.0055286800276434
Pennsylvania College of Technology,PA,Public,Asian,28284,0.008536368486573003
Pennsylvania College of Technology,PA,Public,Black,28284,0.032722745865196516
Pennsylvania College of Technology,PA,Public,Hispanic,28284,0.03325626889560733
Pennsylvania College of Technology,PA,Public,Non-Resident Foreign,28284,0.013338075760270319
Pennsylvania College of Technology,PA,Public,Two Or More Races,28284,0.017961942023830696
Pepperdine University,CA,Private,Asian,69252,0.09761359040043144
Pepperdine University,CA,Private,Black,69252,0.07172711338816233
Pepperdine University,CA,Private,Hispanic,69252,0.11662397195631657
Pepperdine University,CA,Private,Non-Resident Foreign,69252,0.1143319401375219
Pepperdine University,CA,Private,Two Or More Races,69252,0.050289874612376974
Peru State College,NE,Public,Asian,15462,0.012404961984793917
Peru State College,NE,Public,Black,15462,0.07282913165266107
Peru State College,NE,Public,Hispanic,15462,0.05202080832332933
Peru State College,NE,Public,Non-Resident Foreign,15462,0
Peru State College,NE,Public,Two Or More Races,15462,0.027210884353741496
Pfeiffer University,NC,Private,Asian,41460,0.013452914798206279
Pfeiffer University,NC,Private,Black,41460,0.257847533632287
Pfeiffer University,NC,Private,Hispanic,41460,0.03195067264573991
Pfeiffer University,NC,Private,Non-Resident Foreign,41460,0.0515695067264574
Pfeiffer University,NC,Private,Two Or More Races,41460,0.011210762331838564
Piedmont College,GA,Private,Asian,36088,0.01509433962264151
Piedmont College,GA,Private,Black,36088,0.10330188679245284
Piedmont College,GA,Private,Hispanic,36088,0.03207547169811321
Piedmont College,GA,Private,Non-Resident Foreign,36088,0.0014150943396226414
Piedmont College,GA,Private,Two Or More Races,36088,0.017452830188679245
Pittsburg State University,KS,Public,Asian,15076,0.007487632036368499
Pittsburg State University,KS,Public,Black,15076,0.03650220617729643
Pittsburg State University,KS,Public,Hispanic,15076,0.041716807059767345
Pittsburg State University,KS,Public,Non-Resident Foreign,15076,0.07327182778446316
Pittsburg State University,KS,Public,Two Or More Races,15076,0.044524669073405534
Pitzer College,CA,Private,Asian,70900,0.056691449814126396
Pitzer College,CA,Private,Black,70900,0.04275092936802974
Pitzer College,CA,Private,Hispanic,70900,0.15148698884758363
Pitzer College,CA,Private,Non-Resident Foreign,70900,0.06970260223048327
Pitzer College,CA,Private,Two Or More Races,70900,0.09479553903345725
Plymouth State University,NH,Public,Asian,25199,0.02059732234809475
Plymouth State University,NH,Public,Black,25199,0.020803295571575696
Plymouth State University,NH,Public,Hispanic,25199,0.02512873326467559
Plymouth State University,NH,Public,Non-Resident Foreign,25199,0.025952626158599383
Plymouth State University,NH,Public,Two Or More Races,25199,0.012564366632337795
Point Loma Nazarene University,CA,Private,Asian,46150,0.05542382928275044
Point Loma Nazarene University,CA,Private,Black,46150,0.02934202726733847
Point Loma Nazarene University,CA,Private,Hispanic,46150,0.2231772377000593
Point Loma Nazarene University,CA,Private,Non-Resident Foreign,46150,0.005038529934795495
Point Loma Nazarene University,CA,Private,Two Or More Races,46150,0.05097806757557795
Point Park University,PA,Private,Asian,43650,0.014182499331014183
Point Park University,PA,Private,Black,43650,0.16938720899116938
Point Park University,PA,Private,Hispanic,43650,0.039603960396039604
Point Park University,PA,Private,Non-Resident Foreign,43650,0.04120952635804121
Point Park University,PA,Private,Two Or More Races,43650,0.037195611453037195
Point University,GA,Private,Asian,28500,0.005913272010512484
Point University,GA,Private,Black,28500,0.3751642575558476
Point University,GA,Private,Hispanic,28500,0.03350854139290407
Point University,GA,Private,Non-Resident Foreign,28500,0.00788436268068331
Point University,GA,Private,Two Or More Races,28500,0.04730617608409987
Pomona College,CA,Private,Asian,69496,0.1290909090909091
Pomona College,CA,Private,Black,69496,0.06606060606060606
Pomona College,CA,Private,Hispanic,69496,0.1406060606060606
Pomona College,CA,Private,Non-Resident Foreign,69496,0.09333333333333334
Pomona College,CA,Private,Two Or More Races,69496,0.07393939393939394
Portland State University,OR,Public,Asian,19533,0.07307914500288851
Portland State University,OR,Public,Black,19533,0.03199017908723281
Portland State University,OR,Public,Hispanic,19533,0.09618717504332755
Portland State University,OR,Public,Non-Resident Foreign,19533,0.08409156556903524
Portland State University,OR,Public,Two Or More Races,19533,0.04744367417677643
Prairie View A&M University,TX,Public,Asian,19458,0.02882904259105469
Prairie View A&M University,TX,Public,Black,19458,0.8407877565547515
Prairie View A&M University,TX,Public,Hispanic,19458,0.02716811009609681
Prairie View A&M University,TX,Public,Non-Resident Foreign,19458,0.024795349389014117
Prairie View A&M University,TX,Public,Two Or More Races,19458,0.006881006050539803
Pratt Institute,NY,Private,Asian,64492,0.13368869936034114
Pratt Institute,NY,Private,Black,64492,0.04562899786780384
Pratt Institute,NY,Private,Hispanic,64492,0.09466950959488273
Pratt Institute,NY,Private,Non-Resident Foreign,64492,0.2692963752665245
Pratt Institute,NY,Private,Two Or More Races,64492,0.012366737739872069
Presbyterian College,SC,Private,Asian,49140,0.030821917808219176
Presbyterian College,SC,Private,Black,49140,0.1363013698630137
Presbyterian College,SC,Private,Hispanic,49140,0.019178082191780823
Presbyterian College,SC,Private,Non-Resident Foreign,49140,0.04794520547945205
Presbyterian College,SC,Private,Two Or More Races,49140,0.015753424657534248
